databaseId	cerebroId	marvelcdbId	name	subname	type	classification	imageUrl	cardBack	traits	handSize	hitPointsFixed	hitPointsScaling	set	stage	startingThreatFixed	startingThreatScaling	accelerationFixed	accelerationScaling	acceleration	amplify	crisis	hazard	toughness	permanent	nemesisMinion	victory
0a831f4c-b507-58b6-8900-e47976364c42	14012	14012	Multiple Man	Jamie Madrox	Ally	Protection	/official/14012.jpg	player	X-Factor		2												false	false	false	
c430d3fc-a8c8-5bdc-9b0b-aea2dc7fb0e5	14013	14013	Warlock		Ally	Protection	/official/14013.jpg	player	X-Factor		3												false	false	false	
a8d7a1fe-c4d5-5cc4-b4a7-780375aa7d9a	14014	14014	Never Back Down		Event	Protection	/official/14014.jpg	player	Defense														false	false	false	
b50e5539-2e49-5631-94d5-b9fef0d6b3fb	14015	14015	Side Step		Event	Protection	/official/14015.jpg	player	Defense														false	false	false	
2444d934-bf20-53c3-af81-a4eb0f60ee6b	14016	14016	Armored Vest		Upgrade	Protection	/official/01081.jpg	player	Armor														false	false	false	
b81c94f5-1de8-5f19-b00f-e9bc8075d848	14017	14017	Nerves of Steel		Upgrade	Protection	/official/14017.jpg	player	Skill														false	false	false	
13d06917-53d6-54b3-9c1b-3fbe795ade7b	14018	14018	Order and Chaos		Event	Basic	/official/14018.jpg	player															false	false	false	
8d70dc0f-f8ca-51c1-8e8c-92cdc64e3486	14019	14019	Energy		Resource	Basic	/official/01088.jpg	player															false	false	false	
6dcfe779-69d3-5add-9749-ee8dbea8311a	14020	14020	Genius		Resource	Basic	/official/01089.jpg	player															false	false	false	
ccd7affa-3782-5958-9153-f484c6ffe28f	14021	14021	Strength		Resource	Basic	/official/01090.jpg	player															false	false	false	
deff782b-528f-5f9d-ab57-a4da819e9675	14022	14022	Adrenaline Rush		Upgrade	Basic	/official/14022.jpg	player	Condition														false	false	false	
95f601f8-28d1-5778-9bf1-0b9550d60145	14023	14023	Civic Duty		Upgrade	Basic	/official/14023.jpg	player	Tactic														false	false	false	
123dea31-26d6-58fa-8ec4-64feee842cd5	14024	14024	Need for Speed		Obligation	Encounter	/official/14024.jpg	encounter					Quicksilver										false	false	false	
5fb7d482-37ce-57c1-80ec-c23ca80d167c	14025	14025	Extortion of Seismic Proportion		Side Scheme	Encounter	/official/14025.jpg	encounter					Quicksilver Nemesis			2					1		false	false	false	
b0b51e3a-4c78-5d8d-b53d-79415c6c5c2c	14026	14026	Avalanche		Minion	Encounter	/official/14026.jpg	encounter	Brotherhood of Mutants		4		Quicksilver Nemesis										false	false	true	
36427cb3-ed51-5d71-acdd-d860a40fcd83	14027	14027	Vibration Resistance		Attachment	Encounter	/official/14027.jpg	encounter	Condition				Quicksilver Nemesis										false	false	false	
bb593e7c-8724-5a75-9384-6872f3dcfced	14028	14028	Earthquake		Treachery	Encounter	/official/14028.jpg	encounter					Quicksilver Nemesis										false	false	false	
28a282a7-e0cd-5c67-8501-b4208fec7602	14029	14029	Brute Force		Upgrade	Aggression	/official/14029.jpg	player	Skill														false	false	false	
96885f25-3acf-53ee-97f1-67ab46e570d8	14030	14030	Sense of Justice		Upgrade	Justice	/official/14030.jpg	player	Skill														false	false	false	
bed34366-c203-5d3f-92f5-0195be0921cb	14031	14031	United We Stand		Event	Leadership	/official/14031.jpg	player															false	false	false	
9cb9f1f2-23f1-5e76-8028-9b734e2ae96d	14032	14032	Beat 'Em Up		Event	Basic	/official/14032.jpg	player	Tactic														false	false	false	
57b0af03-7f9e-59ce-88f8-31756a2763b8	15001A	15001a	Scarlet Witch	Wanda Maximoff	Hero	Hero	/official/15001A.jpg	multi_sided	Avenger,Mystic	5	10		Scarlet Witch										false	false	false	
57b0af03-7f9e-59ce-88f8-31756a2763b8	15001B	15001b	Wanda Maximoff	Scarlet Witch	Alter-Ego	Hero	/official/15001B.jpg	multi_sided	Mystic	6	10		Scarlet Witch										false	false	false	
1e8aae9f-c1c1-55ce-b3bf-b5a7de3a9e5b	15002	15002	Quicksilver	Pietro Maximoff	Ally	Hero	/official/15002.jpg	player	Avenger		4		Scarlet Witch										false	false	false	
db792ee3-3bc5-5191-b03a-467000ccaa46	15003	15003	Chaos Magic		Event	Hero	/official/15003.jpg	player	Spell,Superpower				Scarlet Witch										false	false	false	
58be9ceb-f224-5337-b2ce-5780bbcf7aad	15004	15004	Hex Bolt		Event	Hero	/official/15004.jpg	player	Spell,Superpower				Scarlet Witch										false	false	false	
ee2b043a-5732-5539-a96f-7a7aee99fb76	15005	15005	Molecular Decay		Event	Hero	/official/15005.jpg	player	Attack,Spell				Scarlet Witch										false	false	false	
e74f417e-795c-5a61-9ac2-f79dd7deb353	15006	15006	Warp Reality		Event	Hero	/official/15006.jpg	player	Spell,Superpower				Scarlet Witch										false	false	false	
1f5a4232-4406-5910-a95d-ef367c3d21c8	15007	15007	Agatha Harkness		Support	Hero	/official/15007.jpg	player	Persona				Scarlet Witch										false	false	false	
436b3237-a49f-5902-aa4b-d9d869d25e27	15008	15008	Magic Shield		Upgrade	Hero	/official/15008.jpg	player	Spell				Scarlet Witch										false	false	false	
6e6bc1cd-227e-598e-9308-0ffa83073629	15009	15009	Scarlet Witch's Crest		Upgrade	Hero	/official/15009.jpg	player	Item				Scarlet Witch										false	false	false	
87544575-ccfd-5c67-a318-6456f22e2439	15010	15010	Speed	Thomas Shepherd	Ally	Justice	/official/15010.jpg	player	Avenger		4												false	false	false	
1b7b803f-6ba5-5bf7-95bc-e2af25c95255	15011	15011	Wiccan	William Kaplan	Ally	Justice	/official/15011.jpg	player	Avenger		3												false	false	false	
8759d425-7a58-5fdb-865e-2ab42cd533fb	15012	15012	Crisis Averted		Event	Justice	/official/15012.jpg	player	Thwart														false	false	false	
622b092d-2f91-5dac-a5f6-971c5558899b	15013	15013	Multitasking		Event	Justice	/official/15013.jpg	player	Thwart														false	false	false	
5d8ab240-c894-5321-9af6-cf8c71cee612	15014	15014	Swift Retribution		Event	Justice	/official/15014.jpg	player	Attack														false	false	false	
c091778a-3288-58b6-969b-1d2f1f440b8b	15015	15015	Turn the Tide		Event	Justice	/official/15015.jpg	player	Attack														false	false	false	
f3bb95c5-618e-50f6-a280-bfce57ba5181	15016	15016	The Power of Justice		Resource	Justice	/official/01062.jpg	player															false	false	false	
2850257a-b022-5a4e-a94e-08ca193878fe	15017	15017	Heroic Intuition		Upgrade	Justice	/official/01065.jpg	player	Skill														false	false	false	
d9c5c354-4c32-50c9-944a-760f6eb68196	15018	15018	Order and Chaos		Event	Basic	/official/14018.jpg	player															false	false	false	
5f838c37-3f9e-5b87-b7ed-2a1daba4e17c	15019	15019	Spiritual Meditation		Event	Basic	/official/15019.jpg	player	Spell														false	false	false	
3548b896-db28-5359-ba76-85a2d0a97e95	15020	15020	Energy		Resource	Basic	/official/01088.jpg	player															false	false	false	
c5db9765-0585-5958-ac2d-67d3746e7760	15021	15021	Genius		Resource	Basic	/official/01089.jpg	player															false	false	false	
f26858cd-dbff-5f48-b30d-5d829a8e7635	15022	15022	Strength		Resource	Basic	/official/01090.jpg	player															false	false	false	
10ce750e-7581-515a-a02b-6375b3ca1d47	15023	15023	Slipping Sanity		Obligation	Encounter	/official/15023.jpg	encounter					Scarlet Witch										false	false	false	
0cc0edc8-35eb-53b9-bb20-40d30366f20d	15024	15024	The Next Evolution		Side Scheme	Encounter	/official/15024.jpg	encounter					Scarlet Witch Nemesis			2							false	false	false	
c3950111-c45b-58da-a552-8b7220004550	15025	15025	Luminous		Minion	Encounter	/official/15025.jpg	encounter	Elite		5		Scarlet Witch Nemesis										false	false	true	
a9620606-7e6b-5eb6-8034-297a612d2c0a	15026	15026	Magical Suspension		Attachment	Encounter	/official/15026.jpg	encounter	Spell				Scarlet Witch Nemesis										false	false	false	
656abd7c-fde7-5c1e-95cf-54df63f251a6	15027	15027	Chaos Manipulation		Treachery	Encounter	/official/15027.jpg	encounter					Scarlet Witch Nemesis										false	false	false	
bd36d6ec-13e8-578b-8601-47bda87a74d3	15028	15028	Browbeat		Event	Aggression	/official/15028.jpg	player	Attack														false	false	false	
0fe350ea-90ba-574a-9a32-6c2222da099a	15029	15029	Last Stand		Event	Leadership	/official/15029.jpg	player	Tactic														false	false	false	
13835646-14cf-55dd-ae2b-5259e3fdbe79	15030	15030	Bait and Switch		Event	Protection	/official/15030.jpg	player	Thwart														false	false	false	
e7303f0b-7eab-53ea-9f9c-cceb421d0c0f	15031	15031	Recuperation		Event	Basic	/official/15031.jpg	player															false	false	false	
821b3a2a-38d9-5861-b55f-df9b283d3133	16001A	16001a	Groot		Alter-Ego	Hero	/official/16001A.jpg	multi_sided	Outlaw	6	10		Groot										false	false	false	
821b3a2a-38d9-5861-b55f-df9b283d3133	16001B	16001b	Groot		Hero	Hero	/official/16001B.jpg	multi_sided	Guardian	5	10		Groot										false	false	false	
abd5c1ca-3a7f-56ea-b17a-79ca0117258d	16002	16002	Fruition		Event	Hero	/official/16002.jpg	player	Superpower				Groot										false	false	false	
d5d6ea3a-4c21-5f42-a2ba-7a2e69312652	16003	16003	"""I Am Groot"""		Event	Hero	/official/16003.jpg	player	Superpower,Thwart				Groot										false	false	false	
e7647b3c-d9ff-5a4a-a068-0d1cd7693c29	16004	16004	"""I. AM. GROOT!"""		Event	Hero	/official/16004.jpg	player	Attack,Superpower				Groot										false	false	false	
5100db89-8940-5f90-a11c-7dd50b72b6d7	16005	16005	Root Stomp		Event	Hero	/official/16005.jpg	player	Attack,Superpower				Groot										false	false	false	
da957c8e-1d57-547c-a804-0c23b375d913	16006	16006	"""We Are Groot"""		Event	Hero	/official/16006.jpg	player	Superpower				Groot										false	false	false	
c3089a4b-4709-5dbb-843c-f2f245f84b36	16007	16007	Fertile Ground		Support	Hero	/official/16007.jpg	player	Location				Groot										false	false	false	
ee389174-5356-5093-94ab-abfac16f8fab	16008	16008	Entangling Vines		Upgrade	Hero	/official/16008.jpg	player	Superpower				Groot										false	false	false	
f7cb6318-43a4-5d86-ac7b-0a78898d8e57	16009	16009	Lashing Vines		Upgrade	Hero	/official/16009.jpg	player	Superpower				Groot										false	false	false	
acc3ccdf-7d47-55c0-a984-56e39062f676	16010	16010	Vine Shield		Upgrade	Hero	/official/16010.jpg	player	Superpower				Groot										false	false	false	
833700ed-e306-59f2-8849-c957447274f6	16011	16011	Vine Spikes		Upgrade	Hero	/official/16011.jpg	player	Superpower				Groot										false	false	false	
33d94dcd-e6aa-52d8-8a24-3b81abab0b99	16012	16012	Starhawk	Stakar Ogord	Ally	Protection	/official/16012.jpg	player	Aerial,Guardian		3												false	false	false	
2dca339e-d5e3-59b3-9aa4-35eebe7e8142	16013	16013	Desperate Defense		Event	Protection	/official/09015.jpg	player	Defense														false	false	false	
53577797-52ea-5d3f-a33c-aa53499ca63b	16014	16014	Fighting Fit		Event	Protection	/official/16014.jpg	player	Attack														false	false	false	
278b8c6d-c073-5c84-8952-0dc944865476	16015	16015	The Power of Protection		Resource	Protection	/official/01079.jpg	player															false	false	false	
8c21bc95-6998-5d8c-b935-cf24caf79a2e	16016	16016	Dauntless		Upgrade	Protection	/official/16016.jpg	player	Condition														false	false	false	
342cb7e4-374f-520e-870f-461145a941de	16017	16017	Hard to Ignore		Upgrade	Protection	/official/16017.jpg	player	Skill														false	false	false	
966c3edd-4c8c-5583-89fb-d89d5ecceeff	16018	16018	Indomitable		Upgrade	Protection	/official/01082.jpg	player	Condition														false	false	false	
371960a7-13ff-55de-a177-0904629326c3	16019	16019	Rocket Raccoon		Ally	Basic	/official/16019.jpg	player	Guardian		3												false	false	false	
b8d5e3b9-7c98-5dd1-81f8-c6afdc9a1fd7	16020	16020	Flora and Fauna		Event	Basic	/official/16020.jpg	player															false	false	false	
961df8d5-17d1-5c4c-949d-5349d9a8f0e3	16021	16021	Energy		Resource	Basic	/official/01088.jpg	player															false	false	false	
08fb7717-8b07-5b37-b6f2-659166c0bfdf	16022	16022	Genius		Resource	Basic	/official/01089.jpg	player															false	false	false	
2f41d6f0-67ad-5d69-a588-8d29892b0f8a	16023	16023	Strength		Resource	Basic	/official/01090.jpg	player															false	false	false	
7454476e-1d2d-5fae-98ca-b2fd87649229	16024	16024	Deft Focus		Upgrade	Basic	/official/16024.jpg	player	Skill														false	false	false	
47ea2afb-99e5-5e49-bea7-a10c67c77a5f	16025	16025	Wilt		Obligation	Encounter	/official/16025.jpg	encounter					Groot										false	false	false	
724eabdc-4fba-57fe-b480-6b6c8564e445	16026	16026	Blazing Inferno		Side Scheme	Encounter	/official/16026.jpg	encounter					Groot Nemesis			3							false	false	false	
13036687-3523-56f9-a505-3a1b1acb7031	16027	16027	Furnax		Minion	Encounter	/official/16027.jpg	encounter	Leviathon		6		Groot Nemesis										false	false	true	
3eda870c-66c8-5ab5-b12a-0259678d9857	16028	16028	Fan the Flames		Treachery	Encounter	/official/16028.jpg	encounter					Groot Nemesis										false	false	false	
7813ba7d-e03e-5fc4-b6d6-cb3e04423577	16029A	16029a	Rocket Raccoon		Alter-Ego	Hero	/official/16029A.jpg	multi_sided	Genius,Outlaw	6	9		Rocket Raccoon										false	false	false	
7813ba7d-e03e-5fc4-b6d6-cb3e04423577	16029B	16029b	Rocket Raccoon		Hero	Hero	/official/16029B.jpg	multi_sided	Guardian	5	9		Rocket Raccoon										false	false	false	
3ccebf4b-19b8-5083-b6da-d0a3b5afa016	16030	16030	I've Got a Plan		Event	Hero	/official/16030.jpg	player	Tactic				Rocket Raccoon										false	false	false	
870dccc3-6552-5f82-854d-657eee3868c4	16031	16031	Reload		Event	Hero	/official/16031.jpg	player	Skill				Rocket Raccoon										false	false	false	
be24735e-c60d-5c61-bab3-ed19a569dd42	16032	16032	Schadenfreude		Event	Hero	/official/16032.jpg	player					Rocket Raccoon										false	false	false	
e0131772-6685-5e75-8a43-2b6dbb59da00	16033	16033	Salvage		Resource	Hero	/official/16033.jpg	player					Rocket Raccoon										false	false	false	
42898729-8e19-55f1-a5a3-70342810e699	16034	16034	Battery Pack		Upgrade	Hero	/official/16034.jpg	player	Item,Tech				Rocket Raccoon										false	false	false	
01ed5409-80b1-5d3e-8514-2312b3ad239d	16035	16035	Cybernetic Skeleton		Upgrade	Hero	/official/16035.jpg	player	Tech				Rocket Raccoon										false	false	false	
c29bb6fb-2265-5250-b4d4-8be7b97398f3	16036	16036	Particle Cannon		Upgrade	Hero	/official/16036.jpg	player	Tech,Weapon				Rocket Raccoon										false	false	false	
a1bea7ce-0630-50b9-9bc8-22ac872d1f3a	16037	16037	Rocket Launcher		Upgrade	Hero	/official/16037.jpg	player	Tech,Weapon				Rocket Raccoon										false	false	false	
ed9fca77-81fb-56a2-a9bc-58996f61a77c	16038	16038	Rocket's Pistol		Upgrade	Hero	/official/16038.jpg	player	Tech,Weapon				Rocket Raccoon										false	false	false	
c7f034d8-a92b-5c05-9310-a4137716c63d	16039	16039	Thruster Boots		Upgrade	Hero	/official/16039.jpg	player	Armor,Tech				Rocket Raccoon										false	false	false	
bc66abe3-e41b-5827-86eb-01f7443cb1dc	16040	16040	Bug		Ally	Aggression	/official/16040.jpg	player	Guardian		2												false	false	false	
cafc6977-300b-5f4b-8682-c85eee64a069	16041	16041	Chase Them Down		Event	Aggression	/official/01052.jpg	player	Thwart														false	false	false	
5c3fc349-f947-54bf-9ef8-9f9f99dc66d6	16042	16042	Into the Fray		Event	Aggression	/official/13013.jpg	player	Attack														false	false	false	
17b03d4b-0553-5fad-941e-fe9caa7a027c	16043	16043	Looking for Trouble		Event	Aggression	/official/16043.jpg	player	Thwart														false	false	false	
7341528a-332b-5f11-991b-6af9c5aa1e6f	16044	16044	Relentless Assault		Event	Aggression	/official/01053.jpg	player	Attack														false	false	false	
1f54d7ff-4963-5269-809e-7bff86185abe	16045	16045	Follow Through		Upgrade	Aggression	/official/16045.jpg	player	Skill														false	false	false	
6211ca68-12a1-51c6-85f8-58c16b21da13	16046	16046	Hand Cannon		Upgrade	Aggression	/official/16046.jpg	player	Tech,Weapon														false	false	false	
39f75d7a-40d0-5d32-b7ce-797dfc1b9980	16047	16047	Groot		Ally	Basic	/official/16047.jpg	player	Guardian		6												false	false	false	
1c400e73-31da-599c-a3f1-b59d0dc825d6	16048	16048	Flora and Fauna		Event	Basic	/official/16020.jpg	player															false	false	false	
b0037af8-375e-5eb3-b6e4-8a6f65d33b1b	16049	16049	Energy		Resource	Basic	/official/01088.jpg	player															false	false	false	
ccb1d6a2-d39f-5d1e-b300-a87425f9027b	16050	16050	Genius		Resource	Basic	/official/01089.jpg	player															false	false	false	
a42620b7-832d-5c55-b0ad-1140ce67c38b	16051	16051	Strength		Resource	Basic	/official/01090.jpg	player															false	false	false	
9799b4f1-bf19-5dbd-9f0f-6571f0ca185f	16052	16052	Booster Boots		Upgrade	Basic	/official/16052.jpg	player	Armor,Tech														false	false	false	
b1027be1-0816-5c49-9253-d6a81546a72a	16053	16053	Crisis on Halfworld		Obligation	Encounter	/official/16053.jpg	encounter					Rocket Raccoon										false	false	false	
55d3f010-0919-51f4-9f51-a60ad665b7e1	16054	16054	Vendetta		Side Scheme	Encounter	/official/16054.jpg	encounter					Rocket Raccoon Nemesis			2				1			false	false	false	
15394fd3-686d-54e0-b7a0-ce25fe119dea	16055	16055	Blackjack O'Hare		Minion	Encounter	/official/16055.jpg	encounter	Criminal		3		Rocket Raccoon Nemesis										false	false	true	
0cbaccc6-628d-5563-ad90-76ffb2036be1	16056	16056	Blackjack's Bazooka		Attachment	Encounter	/official/16056.jpg	encounter	Tech,Weapon				Rocket Raccoon Nemesis										false	false	false	
f064bccc-a091-5094-a720-84d780e6f5cb	16057	16057	Planetary Invasion		Treachery	Encounter	/official/16057.jpg	encounter					Rocket Raccoon Nemesis										false	false	false	
8b8dd9f2-3848-5cda-ac0b-dd9999c60965	16058	16058	Drang		Villain	Encounter	/official/16058.jpg	villain	Badoon			13	Brotherhood of Badoon	I									false	false	false	
e68b46a7-278a-5f0b-887d-fe9b79e4f70a	16059	16059	Drang		Villain	Encounter	/official/16059.jpg	villain	Badoon			14	Brotherhood of Badoon	II									false	false	false	
83b48cb8-99e2-558b-b1e1-bb73e48b1983	16060	16060	Drang		Villain	Encounter	/official/16060.jpg	villain	Badoon			18	Brotherhood of Badoon	III									false	false	false	
7ea3fcc7-e18f-5d12-a6b9-9210a027a879	16061A	16061a	Terrestrial Invasion		Main Scheme	Encounter	/official/16061A.jpg	multi_sided					Brotherhood of Badoon	1A									false	false	false	
7ea3fcc7-e18f-5d12-a6b9-9210a027a879	16061B	16061b	Terrestrial Invasion		Main Scheme	Encounter	/official/16061B.jpg	multi_sided					Brotherhood of Badoon	1B		2		2					false	false	false	
ee64ff02-1f04-5fdb-929a-6292c239ebb4	16062A	16062a	Protect the Planet		Main Scheme	Encounter	/official/16062A.jpg	multi_sided					Brotherhood of Badoon	2A									false	false	false	
ee64ff02-1f04-5fdb-929a-6292c239ebb4	16062B	16062b	Protect the Planet		Main Scheme	Encounter	/official/16062B.jpg	multi_sided					Brotherhood of Badoon	2B		4		2					false	false	false	
e2c90c2d-1cb8-5b51-aac7-b58b24b4737f	16063	16063	Badoon Ship		Environment	Encounter	/official/16063.jpg	encounter	Aerial,Vehicle				Brotherhood of Badoon										false	false	false	
0802bd86-42da-56af-8d4d-b8736aa7b1c7	16064	16064	Drang's Spear		Attachment	Encounter	/official/16064.jpg	encounter	Weapon				Brotherhood of Badoon										false	false	false	
9af4e3cf-0156-513c-bf6c-df8348f8ca40	16065	16065	Badoon Engineer		Minion	Encounter	/official/16065.jpg	encounter	Badoon		3		Brotherhood of Badoon										false	false	false	
57de7888-5468-55a6-b932-39d2626637ee	16066	16066	Blockade		Side Scheme	Encounter	/official/16066.jpg	encounter					Brotherhood of Badoon		2	2					1		false	false	false	
df128876-cc92-57d6-86ad-cf8f6f01f778	16067	16067	Bombardment		Side Scheme	Encounter	/official/16067.jpg	encounter					Brotherhood of Badoon			3							false	false	false	
424b0241-e6e8-5232-be6c-c58dc500198e	16068	16068	Oppressive Armada		Side Scheme	Encounter	/official/16068.jpg	encounter					Brotherhood of Badoon		1	3						1	false	false	false	
f41b81bb-b788-5f7d-b468-f31918390846	16069	16069	Spatial Positioning		Side Scheme	Encounter	/official/16069.jpg	encounter					Brotherhood of Badoon			3				1			false	false	false	
4df82aec-08a1-5fd6-9ef1-0f88be027e37	16070	16070	Collector		Villain	Encounter	/official/16070.jpg	villain	Elder			13	Infiltrate the Museum	I									false	false	false	
d3791138-b5b9-5c7e-bc34-d7d13b83eb93	16071	16071	Collector		Villain	Encounter	/official/16071.jpg	villain	Elder			14	Infiltrate the Museum	II									false	false	false	
282ec132-f8c4-53ac-b46f-82ba7f4899d4	16072	16072	Collector		Villain	Encounter	/official/16072.jpg	villain	Elder			18	Infiltrate the Museum	III									false	false	false	
1ede4b88-f989-5f27-973d-efc6ce08b45f	16073A	16073a	The Grand Collection		Main Scheme	Encounter	/official/16073A.jpg	multi_sided					Infiltrate the Museum	1A									false	false	false	
1ede4b88-f989-5f27-973d-efc6ce08b45f	16073B	16073b	The Grand Collection		Main Scheme	Encounter	/official/16073B.jpg	multi_sided					Infiltrate the Museum	1B		4		1					false	false	false	
154b1029-327a-58af-b418-8fc84fdff683	16074	16074	Biogram Image		Attachment	Encounter	/official/16074.jpg	encounter	Illusion				Infiltrate the Museum										false	false	false	
31d5ce4c-6d6e-5e32-9b23-f4855d892d02	16075	16075	Monark Starstalker		Minion	Encounter	/official/16075.jpg	encounter	Bounty Hunter		7		Infiltrate the Museum										false	false	false	
0d09e04f-4d47-5ab2-87b4-e28e33233644	16076	16076	Inconspicuous Box		Treachery	Encounter	/official/16076.jpg	encounter					Infiltrate the Museum										false	false	false	
bfa861d5-b5d4-5b2d-9cef-20d66b65f406	16077	16077	View the Cosmos		Treachery	Encounter	/official/16077.jpg	encounter					Infiltrate the Museum										false	false	false	
f8298f1b-a120-5377-a8db-cba8bf0244c3	16078	16078	Stay Awhile		Treachery	Encounter	/official/16078.jpg	encounter					Infiltrate the Museum										false	false	false	
030745b1-445c-5b30-aac1-858c1ad26574	16079	16079	Caught Off Guard		Treachery	Encounter	/official/16079.jpg	encounter					Infiltrate the Museum										false	false	false	
482e1911-35a0-541e-ae8a-119a157cef23	16080A	16080a	Collector		Villain	Encounter	/official/16080A.jpg	multi_sided	Elder			8	Escape the Museum	A1									false	false	false	
482e1911-35a0-541e-ae8a-119a157cef23	16080B	16080b	Collector		Villain	Encounter	/official/16080B.jpg	multi_sided	Elder,Wounded		-1		Escape the Museum	A2									false	false	false	
7f240977-74bb-50bb-827e-5070868a27af	16081A	16081a	Collector		Villain	Encounter	/official/16081A.jpg	multi_sided	Elder			10	Escape the Museum	B1									false	false	false	
7f240977-74bb-50bb-827e-5070868a27af	16081B	16081b	Collector		Villain	Encounter	/official/16081B.jpg	multi_sided	Elder,Wounded		-1		Escape the Museum	B2									false	false	false	
f74fa9ea-fa0d-592d-8dd6-50d73754c9dd	16082A	16082a	The Missing Milano		Main Scheme	Encounter	/official/16082A.jpg	multi_sided					Escape the Museum	1A									false	false	false	
f74fa9ea-fa0d-592d-8dd6-50d73754c9dd	16082B	16082b	The Missing Milano		Main Scheme	Encounter	/official/16082B.jpg	multi_sided					Escape the Museum	1B		7		1					false	false	false	
f8970ca4-17d2-5ada-9b89-cad165a2d921	16083A	16083a	Lost in the Museum		Main Scheme	Encounter	/official/16083A.jpg	multi_sided					Escape the Museum	2A									false	false	false	
f8970ca4-17d2-5ada-9b89-cad165a2d921	16083B	16083b	Lost in the Museum		Main Scheme	Encounter	/official/16083B.jpg	multi_sided					Escape the Museum	2B		11		1					false	false	false	
253bc8e2-1187-5647-bf6c-1d8a8059def0	16084A	16084a	The Great Escape		Main Scheme	Encounter	/official/16084A.jpg	multi_sided					Escape the Museum	3A									false	false	false	
253bc8e2-1187-5647-bf6c-1d8a8059def0	16084B	16084b	The Great Escape		Main Scheme	Encounter	/official/16084B.jpg	multi_sided					Escape the Museum	3B		8		1					false	false	false	
0ea8662a-1c1f-5306-8633-09a4cdfb7ad1	16085A	16085a	Library Labyrinth		Environment	Encounter	/official/16085A.jpg	multi_sided	Location				Escape the Museum										false	false	false	
0ea8662a-1c1f-5306-8633-09a4cdfb7ad1	16085B	16085b	Museum Ship		Environment	Encounter	/official/16085B.jpg	multi_sided	Aerial,Vehicle				Escape the Museum										false	false	false	
0a14b2a5-63a6-5726-babb-0cfecc1ed891	16086	16086	"""I Have You Now!"""		Treachery	Encounter	/official/16086.jpg	encounter					Escape the Museum										false	false	false	
e0659d98-ab97-5b9b-ac3c-5e3f32416fbe	16087	16087	Impossible Geometry		Treachery	Encounter	/official/16087.jpg	encounter					Escape the Museum										false	false	false	
7e4e0be0-a452-5618-bc69-74078c43ec3c	16088	16088	Nebula		Villain	Encounter	/official/16088.jpg	villain	Criminal			14	Nebula	I									false	false	false	
ce5ab59f-d4de-5fc8-91e1-30cdd37ea57d	16089	16089	Nebula		Villain	Encounter	/official/16089.jpg	villain	Criminal			17	Nebula	II									false	false	false	
45785295-b3d8-53c5-a7ea-24f7af5ceac7	16090	16090	Nebula		Villain	Encounter	/official/16090.jpg	villain	Criminal			20	Nebula	III									false	false	false	
50216771-b87d-5b6d-9be6-74524778e889	16091A	16091a	The Art of Evasion		Main Scheme	Encounter	/official/16091A.jpg	multi_sided					Nebula	1A									false	false	false	
50216771-b87d-5b6d-9be6-74524778e889	16091B	16091b	The Art of Evasion		Main Scheme	Encounter	/official/16091B.jpg	multi_sided					Nebula	1B		2							false	false	false	
e156031b-721d-51bd-8201-1e16ed5ec1f0	16092A	16092a	Warp Drive Initiated		Main Scheme	Encounter	/official/16092A.jpg	multi_sided					Nebula	2A									false	false	false	
e156031b-721d-51bd-8201-1e16ed5ec1f0	16092B	16092b	Warp Drive Initiated		Main Scheme	Encounter	/official/16092B.jpg	multi_sided					Nebula	2B		3							false	false	false	
c9815d46-386b-546f-be50-f29ae87719e3	16093	16093	Nebula's Ship		Environment	Encounter	/official/16093.jpg	encounter	Aerial,Vehicle				Nebula										false	false	false	
e04ae3ad-d641-50c2-b823-21ab2830ebcc	16094	16094	Cutthroat Ambition		Attachment	Encounter	/official/16094.jpg	encounter	Technique				Nebula										false	false	false	
7ee1417e-9304-5d10-942e-91197cc91bfe	16095	16095	Evasive Maneuvering		Attachment	Encounter	/official/16095.jpg	encounter	Technique				Nebula										false	false	false	
fa842bbd-a146-5f8a-8dbb-225e388c9065	16096	16096	Unyielding Persistence		Attachment	Encounter	/official/16096.jpg	encounter	Technique				Nebula										false	false	false	
bac4255f-0793-5c50-9fa2-3fc50335edac	16097	16097	Weapon Mastery		Attachment	Encounter	/official/16097.jpg	encounter	Technique				Nebula										false	false	false	
d66d2223-d373-5f45-a681-d5b14fafebfb	16098	16098	Wide Stance		Attachment	Encounter	/official/16098.jpg	encounter	Technique				Nebula										false	false	false	
5657e647-9fba-596d-ac12-4c88448ef117	16099	16099	Lethal Intent		Side Scheme	Encounter	/official/16099.jpg	encounter					Nebula			2						1	false	false	false	
f5a6cc7d-7bee-5665-9e63-6c92a9a6bda2	16100	16100	Barrel Roll		Treachery	Encounter	/official/16100.jpg	encounter					Nebula										false	false	false	
1698ac3e-ce36-50fd-a511-b6a3a52d24ed	16101	16101	Combat Ready		Treachery	Encounter	/official/16101.jpg	encounter					Nebula										false	false	false	
1767d71e-bb2a-5814-b37f-2bc960b9647f	16102	16102	Ruthless		Treachery	Encounter	/official/16102.jpg	encounter					Nebula										false	false	false	
0064d55e-4bce-5002-bd86-d6611dceff2a	16103	16103	Ronan the Accuser		Villain	Encounter	/official/16103.jpg	villain	Accuser Corps,Kree			14	Ronan the Accuser	I									true	false	false	
